,key,Unnamed: 0_x,easting,northing,unique_cluster,control_panel,night,view_direction,pano,Unnamed: 0_y,sequence_key,frame_number,Path,City
345,SHnW7XVfE-wYF9IyVdxTmA,345,386295.20400353946,5824731.816314291,28,True,False,Forward,False,981,9rxpfm47ibam3w7bizdz20,276,Places_Data/train_val/berlin/query,berlin
346,EZUpqltOxIhV44CxYqqM5w,346,386284.79841482633,5824729.387523734,28,True,False,Forward,False,982,9rxpfm47ibam3w7bizdz20,277,Places_Data/train_val/berlin/query,berlin
347,aJqJhBKO48gIz-V4ipD_lA,347,386277.98002471647,5824728.399885357,28,True,False,Forward,False,983,9rxpfm47ibam3w7bizdz20,278,Places_Data/train_val/berlin/query,berlin
348,hZXeWx8SP1B1ABoQTpn8Gg,348,386277.98002471647,5824728.399885357,28,True,False,Forward,False,984,9rxpfm47ibam3w7bizdz20,279,Places_Data/train_val/berlin/query,berlin
349,5QPHtnOSW318UJjNbZcZyQ,349,386272.0558891343,5824727.079871771,28,True,False,Forward,False,985,9rxpfm47ibam3w7bizdz20,280,Places_Data/train_val/berlin/query,berlin
350,o23EELlDqo61MoBjbzjVUA,350,386272.0558891343,5824727.079871771,28,True,False,Forward,False,986,9rxpfm47ibam3w7bizdz20,281,Places_Data/train_val/berlin/query,berlin
351,bWytcttoJ0pcpFtKx-KY1Q,351,386264.8610702522,5824725.945212128,28,True,False,Forward,False,987,9rxpfm47ibam3w7bizdz20,282,Places_Data/train_val/berlin/query,berlin
352,O2Zmo1Xn-ZIkE6B57hxQuQ,352,386257.11617868376,5824724.7788447775,28,True,False,Forward,False,988,9rxpfm47ibam3w7bizdz20,283,Places_Data/train_val/berlin/query,berlin
353,cSDunLYgRX9q2nTxVuHTzA,353,386257.11617868376,5824724.7788447775,28,True,False,Forward,False,989,9rxpfm47ibam3w7bizdz20,284,Places_Data/train_val/berlin/query,berlin
361,-J38XTf9G-ie4I9KjFmzbQ,361,386246.0601290296,5825260.788657594,30,True,False,Forward,False,1070,9rxpfm47ibam3w7bizdz20,168,Places_Data/train_val/berlin/query,berlin
362,YeRxoTw6hYZsg2wpb8MuzQ,362,386257.7177434424,5825255.287226214,30,True,False,Forward,False,1071,9rxpfm47ibam3w7bizdz20,169,Places_Data/train_val/berlin/query,berlin
363,2evhgDuW-mgdydIzR4bi3Q,363,386267.9949079093,5825252.533198497,30,True,False,Forward,False,1072,9rxpfm47ibam3w7bizdz20,170,Places_Data/train_val/berlin/query,berlin
364,08TMGIp2mpl0jH7XfajDPA,364,386267.9949079093,5825252.533198497,30,True,False,Forward,False,1073,9rxpfm47ibam3w7bizdz20,171,Places_Data/train_val/berlin/query,berlin
365,y95hkXhxaLclBU5Pntc4Pg,365,386279.08160198695,5825247.556994021,30,True,False,Forward,False,1074,9rxpfm47ibam3w7bizdz20,172,Places_Data/train_val/berlin/query,berlin
366,9YHWgcIEulMkF9sqRdhZ6g,366,386290.4722177255,5825242.818566225,30,True,False,Forward,False,1075,9rxpfm47ibam3w7bizdz20,173,Places_Data/train_val/berlin/query,berlin
367,mmv6PZ9OFuwAby3_GV8m2A,367,386300.4026912825,5825238.859704997,30,True,False,Forward,False,1076,9rxpfm47ibam3w7bizdz20,174,Places_Data/train_val/berlin/query,berlin
368,Dy2LK2NzjixDcm4dIHuKow,368,386311.7162080221,5825234.011839824,30,True,False,Forward,False,1077,9rxpfm47ibam3w7bizdz20,175,Places_Data/train_val/berlin/query,berlin
369,xutoincrYNnE4ffEcHyjjg,369,386311.7162080221,5825234.011839824,30,True,False,Forward,False,1078,9rxpfm47ibam3w7bizdz20,176,Places_Data/train_val/berlin/query,berlin
370,l8BO1FZT27IzBdesPkJnMg,370,386322.9162432717,5825228.36541493,30,True,False,Forward,False,1079,9rxpfm47ibam3w7bizdz20,177,Places_Data/train_val/berlin/query,berlin
371,TtnV1YI8jOz6pACKvgjW_A,371,386322.9162432717,5825228.36541493,30,True,False,Forward,False,1080,9rxpfm47ibam3w7bizdz20,178,Places_Data/train_val/berlin/query,berlin
372,7K8QA8zg5aWJcySVD73ZFg,372,386332.6366679692,5825224.4115048265,30,True,False,Forward,False,1081,9rxpfm47ibam3w7bizdz20,179,Places_Data/train_val/berlin/query,berlin
373,uEJXk6_k3uu9LAEu60Kh6w,373,386343.13884851016,5825220.539595338,30,True,False,Forward,False,1082,9rxpfm47ibam3w7bizdz20,180,Places_Data/train_val/berlin/query,berlin
374,DjquPxwqQp3LiVAXsDanXQ,374,386343.13884851016,5825220.539595338,30,True,False,Forward,False,1083,9rxpfm47ibam3w7bizdz20,181,Places_Data/train_val/berlin/query,berlin
375,S5a1Hh8bjfwuae5vG2eS4w,375,386351.9345155109,5825216.184352621,30,True,False,Forward,False,1084,9rxpfm47ibam3w7bizdz20,182,Places_Data/train_val/berlin/query,berlin
376,hkXFOqNizvFn4WxP_bfgvg,376,386362.6508217566,5825211.895768628,30,True,False,Forward,False,1085,9rxpfm47ibam3w7bizdz20,183,Places_Data/train_val/berlin/query,berlin
377,HlUj1FS-RjiMpWlKa_ZOSw,377,386362.6508217566,5825211.895768628,30,True,False,Forward,False,1086,9rxpfm47ibam3w7bizdz20,184,Places_Data/train_val/berlin/query,berlin
378,UFGDSmbu7NLpDDvSubJZHQ,378,386372.75484088017,5825204.895047965,30,True,False,Forward,False,1087,9rxpfm47ibam3w7bizdz20,185,Places_Data/train_val/berlin/query,berlin
379,dVZt3MCqQWkv4uCth2LAEA,379,386382.7541738991,5825202.726386665,30,False,False,Forward,False,1088,9rxpfm47ibam3w7bizdz20,186,Places_Data/train_val/berlin/query,berlin
380,SvQiarwaSF73aBdGQJypiw,380,386389.3358598927,5825199.101476564,30,True,False,Forward,False,1089,9rxpfm47ibam3w7bizdz20,187,Places_Data/train_val/berlin/query,berlin
381,lyvycMx1TRpd-qe0-Z_Fkg,381,386389.3358598927,5825199.101476564,30,True,False,Forward,False,1090,9rxpfm47ibam3w7bizdz20,188,Places_Data/train_val/berlin/query,berlin
382,ME0SBnXAFdjcYXAEWg9Kew,382,386409.7953431729,5825192.705964398,30,True,False,Forward,False,1091,9rxpfm47ibam3w7bizdz20,189,Places_Data/train_val/berlin/query,berlin
383,uDGeKabUJWW9ayd4kr9NYg,383,386409.7953431729,5825192.705964398,30,True,False,Forward,False,1092,9rxpfm47ibam3w7bizdz20,190,Places_Data/train_val/berlin/query,berlin
384,OHwnO_xernqSvA6XUztRnA,384,386431.8560076005,5825182.256098346,30,True,False,Forward,False,1093,9rxpfm47ibam3w7bizdz20,191,Places_Data/train_val/berlin/query,berlin
385,a-87Qflv3ECPn4uion5Lrw,385,386431.8560076005,5825182.256098346,30,True,False,Forward,False,1094,9rxpfm47ibam3w7bizdz20,192,Places_Data/train_val/berlin/query,berlin
386,0_73vScVUWyU6o66Hnh56A,386,386443.3485531948,5825175.178765968,30,True,False,Forward,False,1095,9rxpfm47ibam3w7bizdz20,193,Places_Data/train_val/berlin/query,berlin
387,NjqQcVZrGU2GEcMsU3_Bzw,387,386454.5745093381,5825171.512855887,30,True,False,Forward,False,1096,9rxpfm47ibam3w7bizdz20,194,Places_Data/train_val/berlin/query,berlin
388,sdz6yldp1RhgEeWEaiZLXg,388,386454.5745093381,5825171.512855887,30,True,False,Forward,False,1097,9rxpfm47ibam3w7bizdz20,195,Places_Data/train_val/berlin/query,berlin
389,Ui6U8hkdRPeVxbaLzlUTxw,389,386479.7015507071,5825164.029980208,30,True,False,Forward,False,1098,9rxpfm47ibam3w7bizdz20,196,Places_Data/train_val/berlin/query,berlin
390,XD3UcUAcpt8bpXOvdPtdTA,390,386479.7015507071,5825164.029980208,30,True,False,Forward,False,1099,9rxpfm47ibam3w7bizdz20,197,Places_Data/train_val/berlin/query,berlin
391,E36iKLPAQ04YnWlXIZIqXg,391,386490.2980143605,5825158.075250011,30,True,False,Forward,False,1100,9rxpfm47ibam3w7bizdz20,198,Places_Data/train_val/berlin/query,berlin
392,eZKg-MfFeO2KcwmlUZ31rQ,392,386502.7239423177,5825150.887369305,30,True,False,Forward,False,1101,9rxpfm47ibam3w7bizdz20,199,Places_Data/train_val/berlin/query,berlin
393,6_NjCWc7rOG7c4LU5lTnQw,393,386514.1517240394,5825143.934122535,30,True,False,Forward,False,1102,9rxpfm47ibam3w7bizdz20,200,Places_Data/train_val/berlin/query,berlin
394,K7v4swsXD0kC69JXQKM3rQ,394,386514.1517240394,5825143.934122535,30,True,False,Forward,False,1103,9rxpfm47ibam3w7bizdz20,201,Places_Data/train_val/berlin/query,berlin
395,FZBlv8huaRTAcCm-Lt0I6g,395,386524.6676324989,5825140.640957701,30,True,False,Forward,False,1104,9rxpfm47ibam3w7bizdz20,202,Places_Data/train_val/berlin/query,berlin
396,X3CXrA1w0IhQnOQhNdQCRw,396,386536.2026444183,5825138.0141098,30,True,False,Forward,False,1105,9rxpfm47ibam3w7bizdz20,203,Places_Data/train_val/berlin/query,berlin
397,2_4yuoALTbwLQPzRDpar0Q,397,386536.2026444183,5825138.0141098,30,True,False,Forward,False,1106,9rxpfm47ibam3w7bizdz20,204,Places_Data/train_val/berlin/query,berlin
810,IMmFKtu2D2WELIf_zhaF_Q,810,386560.1251328032,5825128.289477077,64,True,False,Forward,False,2341,9rxpfm47ibam3w7bizdz20,206,Places_Data/train_val/berlin/query,berlin
811,j63Gb5VFSQcSg3IXG7zyhA,811,386572.19605916494,5825122.745847163,64,True,False,Forward,False,2342,9rxpfm47ibam3w7bizdz20,207,Places_Data/train_val/berlin/query,berlin
812,1-pP47529fPj-GPDOAyItw,812,386583.2157724882,5825116.903916578,64,True,False,Forward,False,2343,9rxpfm47ibam3w7bizdz20,208,Places_Data/train_val/berlin/query,berlin
813,nnQl9aOsYK-Kww5GPCS3Sw,813,386583.2157724882,5825116.903916578,64,True,False,Forward,False,2344,9rxpfm47ibam3w7bizdz20,209,Places_Data/train_val/berlin/query,berlin
814,geNtA_vXzBM-Ngj5qwkuBA,814,386593.681899229,5825112.92211638,64,True,False,Forward,False,2345,9rxpfm47ibam3w7bizdz20,210,Places_Data/train_val/berlin/query,berlin
815,l726_D4zV8V9N9NV8yeerw,815,386593.681899229,5825112.92211638,64,True,False,Forward,False,2346,9rxpfm47ibam3w7bizdz20,211,Places_Data/train_val/berlin/query,berlin
816,UhPM8mEE6Ywq_fjUtgN7Zg,816,386604.74002029136,5825109.026763014,64,True,False,Forward,False,2347,9rxpfm47ibam3w7bizdz20,212,Places_Data/train_val/berlin/query,berlin
2425,qxfzRVzVdrtMpBULROOnyQ,2425,387192.4992482472,5812478.202606401,168,False,False,Forward,False,6412,KQN8AILHvm3-1fmghiYqkA,67,Places_Data/train_val/berlin/query,berlin
2426,QSQzylJhV36QTgUCPtMYpA,2426,387206.0755361112,5812476.688883162,168,False,False,Forward,False,6413,KQN8AILHvm3-1fmghiYqkA,68,Places_Data/train_val/berlin/query,berlin
2427,oVm5n0X7BH_gV8cj5zL3hg,2427,387233.0543217613,5812468.758177533,168,True,False,Forward,False,6414,KQN8AILHvm3-1fmghiYqkA,69,Places_Data/train_val/berlin/query,berlin
2428,rSUPeL4FYC0qqUvq3xzUSA,2428,387246.2753583681,5812465.984156099,168,True,False,Forward,False,6415,KQN8AILHvm3-1fmghiYqkA,70,Places_Data/train_val/berlin/query,berlin
2429,Hw5iNTmMqKT4-lDlI4jN_A,2429,387259.6074298753,5812463.30777137,168,True,False,Forward,False,6416,KQN8AILHvm3-1fmghiYqkA,71,Places_Data/train_val/berlin/query,berlin
2430,c8VgKAVgsh1DDDYJ9xkZDA,2430,387273.3416068804,5812460.377379202,168,True,False,Forward,False,6417,KQN8AILHvm3-1fmghiYqkA,72,Places_Data/train_val/berlin/query,berlin
2431,BJ7oaiR6eJ2bofevY5e_Fw,2431,387287.1339324107,5812458.202381858,168,True,False,Forward,False,6418,KQN8AILHvm3-1fmghiYqkA,73,Places_Data/train_val/berlin/query,berlin
6858,_dlG3EcYkv2tSNIAY69S-A,6858,389406.2395275555,5810872.497115438,448,False,False,Forward,False,17616,KQN8AILHvm3-1fmghiYqkA,361,Places_Data/train_val/berlin/query,berlin
6859,84q9D9EYPCnn7eUt2zm8sw,6859,389413.134911716,5810873.376743428,448,True,False,Forward,False,17617,KQN8AILHvm3-1fmghiYqkA,362,Places_Data/train_val/berlin/query,berlin
6860,czyyVG8ncbpcWBbVakyntA,6860,389420.2419369713,5810874.8970175525,448,False,False,Forward,False,17618,KQN8AILHvm3-1fmghiYqkA,363,Places_Data/train_val/berlin/query,berlin
6861,KI7a60CWqKrTQWEHl_RGiQ,6861,389427.50908896734,5810876.2801661575,448,True,False,Forward,False,17619,KQN8AILHvm3-1fmghiYqkA,364,Places_Data/train_val/berlin/query,berlin
6862,0wn2w7Q0IyB14d-hyhUTlw,6862,389436.3011274816,5810877.428706035,448,False,False,Forward,False,17620,KQN8AILHvm3-1fmghiYqkA,365,Places_Data/train_val/berlin/query,berlin
6863,YFuxKKYUQA8me4Aw7-YqAw,6863,389443.560066566,5810879.958205695,448,False,False,Forward,False,17621,KQN8AILHvm3-1fmghiYqkA,366,Places_Data/train_val/berlin/query,berlin
6864,XMZGcOSLoMHojreozNGgNg,6864,389455.8498392985,5810881.8069910975,448,False,False,Forward,False,17622,KQN8AILHvm3-1fmghiYqkA,367,Places_Data/train_val/berlin/query,berlin
6865,b_JpfAzMtUl9GghcwpQV4A,6865,389466.4276804259,5810883.7388388775,448,False,False,Forward,False,17623,KQN8AILHvm3-1fmghiYqkA,368,Places_Data/train_val/berlin/query,berlin
6866,rgE2bmZjWJ0-KRWCkmQRPA,6866,389476.8340783121,5810885.607800988,448,False,False,Forward,False,17624,KQN8AILHvm3-1fmghiYqkA,369,Places_Data/train_val/berlin/query,berlin
6867,1--xZoCSlGRzayDqpyEqMw,6867,389486.561281022,5810889.027673583,448,True,False,Forward,False,17625,KQN8AILHvm3-1fmghiYqkA,370,Places_Data/train_val/berlin/query,berlin
6868,FCscgkmj7ChNSAHdRyG8xQ,6868,389499.8030915916,5810891.177848943,448,True,False,Forward,False,17626,KQN8AILHvm3-1fmghiYqkA,371,Places_Data/train_val/berlin/query,berlin
6869,Zn5n1RgH4QZzvRtQgGoeew,6869,389511.8797569432,5810893.532308333,448,False,False,Forward,False,17627,KQN8AILHvm3-1fmghiYqkA,372,Places_Data/train_val/berlin/query,berlin
6870,r06xHz6wKq0VfmahJiQNCg,6870,389523.9117867496,5810896.321776995,448,True,False,Forward,False,17628,KQN8AILHvm3-1fmghiYqkA,373,Places_Data/train_val/berlin/query,berlin
6871,PMyCMmtr1LnCvfhV2yK4ug,6871,389536.3731202189,5810898.545240854,448,False,False,Forward,False,17629,KQN8AILHvm3-1fmghiYqkA,374,Places_Data/train_val/berlin/query,berlin
6872,MuZ2DLt_uAgIKqdXRx8z2g,6872,389549.6291333597,5810901.329502068,448,True,False,Forward,False,17630,KQN8AILHvm3-1fmghiYqkA,375,Places_Data/train_val/berlin/query,berlin
6873,FJrfFa-uc2M4MKtoC8k9Hw,6873,389562.2769216336,5810903.98281429,448,True,False,Forward,False,17631,KQN8AILHvm3-1fmghiYqkA,376,Places_Data/train_val/berlin/query,berlin
6874,DCEEl_aRX1YoS8oAbt8VTA,6874,389574.0839262224,5810906.143190403,448,True,False,Forward,False,17632,KQN8AILHvm3-1fmghiYqkA,377,Places_Data/train_val/berlin/query,berlin
6875,xPa3sh2TUSHSYJDAJNSxtA,6875,389586.4189648621,5810909.104039428,448,True,False,Forward,False,17633,KQN8AILHvm3-1fmghiYqkA,378,Places_Data/train_val/berlin/query,berlin
6876,-PkNyzsnW_0oVWjCYVeB6w,6876,389598.0521671695,5810911.702354913,448,True,False,Forward,False,17634,KQN8AILHvm3-1fmghiYqkA,379,Places_Data/train_val/berlin/query,berlin
6877,Ng4EvqXD4nFWj8R1ib95Ug,6877,389610.4834345801,5810914.104721202,448,True,False,Forward,False,17635,KQN8AILHvm3-1fmghiYqkA,380,Places_Data/train_val/berlin/query,berlin
8128,16RDIWnplHdRHY6QVJw-Kg,8128,390460.4801284904,5821345.332587021,520,False,False,Forward,False,20910,_5Zotj6WmaJ3lZa68ixBBA,401,Places_Data/train_val/berlin/query,berlin
8129,OJb80KOH-gxJObgUgUyvjg,8129,390451.9649189442,5821340.849485849,520,False,False,Forward,False,20911,_5Zotj6WmaJ3lZa68ixBBA,402,Places_Data/train_val/berlin/query,berlin
8130,nmzffxuMpe_6UjkbQ4Q6Lw,8130,390436.1671861183,5821335.416607499,520,False,False,Forward,False,20912,_5Zotj6WmaJ3lZa68ixBBA,403,Places_Data/train_val/berlin/query,berlin
8131,Y7VTr7CnO8U9nWfhlBidMQ,8131,390419.3625612275,5821327.44694175,520,True,False,Forward,False,20913,_5Zotj6WmaJ3lZa68ixBBA,404,Places_Data/train_val/berlin/query,berlin
8132,gS8S5rE0usYX_d8Xaf6f9w,8132,390409.7141171713,5821323.87949529,520,True,False,Forward,False,20914,_5Zotj6WmaJ3lZa68ixBBA,405,Places_Data/train_val/berlin/query,berlin
8133,7RgVSmtlVDtcMHk-imkeRA,8133,390393.9243446089,5821315.775918808,520,True,False,Forward,False,20915,_5Zotj6WmaJ3lZa68ixBBA,406,Places_Data/train_val/berlin/query,berlin
8134,s_IfYXUSbcE2aC7FYMurhQ,8134,390378.24278083147,5821306.445919191,520,False,False,Forward,False,20916,_5Zotj6WmaJ3lZa68ixBBA,407,Places_Data/train_val/berlin/query,berlin
8229,zVZAktOI49vhPSiDSer7Ww,8229,389931.6625441469,5810981.618977211,531,True,False,Forward,False,21158,KQN8AILHvm3-1fmghiYqkA,411,Places_Data/train_val/berlin/query,berlin
8230,FS4aUpLyTmFS_lZHpfbbvg,8230,389940.65994812775,5810983.754159383,531,True,False,Forward,False,21159,KQN8AILHvm3-1fmghiYqkA,412,Places_Data/train_val/berlin/query,berlin
8231,ejeqC0YGpapTZDXsRzjtsA,8231,389949.6451752585,5810986.256840068,531,True,False,Forward,False,21160,KQN8AILHvm3-1fmghiYqkA,413,Places_Data/train_val/berlin/query,berlin
8232,m51kplEylyzHNiqlx4sd3w,8232,389958.9137403733,5810989.265057136,531,False,False,Forward,False,21161,KQN8AILHvm3-1fmghiYqkA,414,Places_Data/train_val/berlin/query,berlin
8233,dIPC5w-hWXtPOweamhPJzA,8233,389967.0000875608,5810992.322029018,531,False,False,Forward,False,21162,KQN8AILHvm3-1fmghiYqkA,415,Places_Data/train_val/berlin/query,berlin
8234,NMGcWatXyju66ibHxCt1Zg,8234,389975.12984004326,5810994.888429011,531,False,False,Forward,False,21163,KQN8AILHvm3-1fmghiYqkA,416,Places_Data/train_val/berlin/query,berlin
8235,zZmF9_zi3c1wY646sXCM6w,8235,389984.027554472,5810996.8256259775,531,False,False,Forward,False,21164,KQN8AILHvm3-1fmghiYqkA,418,Places_Data/train_val/berlin/query,berlin
8236,YTjAQEB0XxM1_htyR4alMw,8236,389992.1569352241,5810998.768918659,531,True,False,Forward,False,21165,KQN8AILHvm3-1fmghiYqkA,419,Places_Data/train_val/berlin/query,berlin
8237,0BM39Gbq6pcJOU9zTInZRw,8237,390000.1826808581,5811000.33620844,531,False,False,Forward,False,21166,KQN8AILHvm3-1fmghiYqkA,420,Places_Data/train_val/berlin/query,berlin
8238,pX2_Uj7qhWSypOPUtHy3nQ,8238,390007.7153948108,5811002.359653687,531,True,False,Forward,False,21167,KQN8AILHvm3-1fmghiYqkA,421,Places_Data/train_val/berlin/query,berlin
8239,DrltfjU881uiVjtsuqBSQg,8239,390016.33536539663,5811003.435178293,531,False,False,Forward,False,21168,KQN8AILHvm3-1fmghiYqkA,422,Places_Data/train_val/berlin/query,berlin
8240,pZkhWOQf-bTHVoZ78kxx4w,8240,390024.8811350431,5811004.234190299,531,False,False,Forward,False,21169,KQN8AILHvm3-1fmghiYqkA,423,Places_Data/train_val/berlin/query,berlin
8241,8b4ErAYR7_em86j5poyKWg,8241,390033.5400630578,5811005.531423684,531,True,False,Forward,False,21170,KQN8AILHvm3-1fmghiYqkA,424,Places_Data/train_val/berlin/query,berlin
8242,AQ6QjfQo896RVlwDnISCoQ,8242,390041.4282709392,5811007.3355377065,531,True,False,Forward,False,21171,KQN8AILHvm3-1fmghiYqkA,425,Places_Data/train_val/berlin/query,berlin
8243,L_yvWIQDl63huKi40M0_Ww,8243,390056.46400870726,5811010.059049753,531,True,False,Forward,False,21172,KQN8AILHvm3-1fmghiYqkA,426,Places_Data/train_val/berlin/query,berlin
8244,xrVtsAbLRLwfR749FfGvKg,8244,390064.2549928108,5811012.989258769,531,False,False,Forward,False,21173,KQN8AILHvm3-1fmghiYqkA,427,Places_Data/train_val/berlin/query,berlin
8245,3EL6zEQx3yk18BiBMbbg-A,8245,390068.90954680985,5811013.730780138,531,False,False,Forward,False,21174,KQN8AILHvm3-1fmghiYqkA,428,Places_Data/train_val/berlin/query,berlin
8246,-Xbd_jEzbEjeHmpSbe-Mww,8246,390073.46124230063,5811015.042112897,531,False,False,Forward,False,21175,KQN8AILHvm3-1fmghiYqkA,429,Places_Data/train_val/berlin/query,berlin
8247,2oVj6Nip7Hs6zt9oBbdKKg,8247,390082.9924063828,5811016.420060173,531,True,False,Forward,False,21176,KQN8AILHvm3-1fmghiYqkA,430,Places_Data/train_val/berlin/query,berlin
8248,X1gOhxLymLfO2oU6GjvkzA,8248,390088.5328801726,5811016.029020308,531,False,False,Forward,False,21177,KQN8AILHvm3-1fmghiYqkA,431,Places_Data/train_val/berlin/query,berlin
8249,8iITbsUVXlZMY6_PqsYGSw,8249,390097.99340684456,5811016.985730171,531,True,False,Forward,False,21178,KQN8AILHvm3-1fmghiYqkA,432,Places_Data/train_val/berlin/query,berlin
8250,g7kCIpLPsRUm4zXXzKlHTg,8250,390103.49451234686,5811016.962797147,531,False,False,Forward,False,21179,KQN8AILHvm3-1fmghiYqkA,433,Places_Data/train_val/berlin/query,berlin
8251,4naXNGex0C4PistFi0YZFQ,8251,390108.8182372864,5811017.522471206,531,True,False,Forward,False,21180,KQN8AILHvm3-1fmghiYqkA,434,Places_Data/train_val/berlin/query,berlin
